Movie Name,Movie Id,Review Content,tmdb Rating,User Rating,Genre(s),Not A Movie?,Release Date,Production Company
Everything Everywhere All at Once,545611,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/everything-everywhere-all-at-once-spoiler-free-review  ""Everything Everywhere All at Once is undoubtedly one of the best movies of the year, finally putting Daniels on the mainstream radar.  With such a low budget, it's almost humiliating that so many expensive Hollywood blockbusters can't even reach the heels of so much originality, imagination, excitement, and emotion. Michelle Yeoh leads the troops in a film that also pays homage to the iconic career of the actress who, at 59 years old, accompanies the fantastic stunt team in truly outlandish fights.  The mother-daughter relationship as the emotional core of the story follows a surprisingly predictable path and needs a few more dialogues to deliver an even more powerful climax, but it still induces tears and a genuine sense of concern for the characters.  Technically, all the elements are so creatively unique that it warrants the clickbait ""you've never seen anything like this"".  See it in theaters!""  Rating: A",7.901,9.0,"Action,Adventure,Science Fiction",False,2022-03-24,AGBO
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,876792,"I was really quite disappointed with this rather dryly animated fantasy adventure. It all starts when poor old ""Mikami"" gets himself murdered and is reincarnated in another world where he is thrust into a maelstrom of adventures centring around the beautiful, but mysterious, Queen ""Towa"" of the small kingdom of ""Raja"". She has been served loyally for many years by the ogre warrior ""Hiro"" who now has his work cut out for him when she falls ill and their water supply appears to have become distinctly malignant! His travels for an answer unite him with our recently arrived ""Rimuru"" who has already attained the status of demon lord and now they must strive to get to source of this malevolent curse in time. I suppose my biggest problem with this, is that the characterisations are drawn entirely from the preceding series'. If you don't know about them (I didn't) then much of this takes quite a while to get straight in your mind; who's who, etc. That's a shame, because as a well produced stand-alone movie, it ought to have acknowledged that new viewers, less familiar viewers, might want to join in. Yasuhito Kikuchi makes no such effort and so, largely devoid of character development, I felt rather out in the cold watching with little sense of involvement. It's still quite a passable adventure story, and there is plenty of action - but I felt a little as if I was watching through the (closed) shop window.",6.9,6.0,"Animation,Fantasy,Adventure",False,2022-11-25,8bit
The Wandering Earth II,842675,"Now then, it's best - I think - to just accept that there is very, very, little plausible science to this save-the-planet movie. The format, and the story, have oft been done by Hollywood before so it's not top of the originality tree either - but it's still quite a watchable and well produced story of a group of Chinese trainees who must raise their game when they find themselves trying to save the infrastructure being built to help save the planet from terrorists. It's extremely perilous for them, their enemy is sophisticated and well entrenched. When the moon becomes unstable, it again falls to them to stop it crashing into the Earth before a carefully placed series of thousands of engines around the globe can be activated to propel us all out of danger and off to a new orbit around Alpha Centauri. The acting talents and the dialogue are really neither here nor there, but the visual effects - especially at the start - are effective and the pace of the film is as times entertaining as this dedicated team - and others from around the world - must unite to thwart the unseen enemy and rescue mankind before it's all too late. It really does need shortening though. It could lose an hour and - tightened up - have a much more focussed and impactful storyline that would hold the attention just as well as any Western equivalents. It does need a big screen to get the best from the creativity of the visuals but students of physics (astro or otherwise) may blush at some of it!",7.7,6.0,"Science Fiction,Action,Drama",False,2023-01-22,China Film Group Corporation
My Name Is Vendetta,873126,"My first impression, having watched Vendetta is its essentially, a basic, Leon The Assassin, knock off.  Loaded down with the usual trite woke baggage, Vendetta is a Leon the Assassin clone, minus most of the charm, heart and appeal, that made the former so endearing and memorable.   To be fair, acting is of a high standard. Its by no means the actors fault this is unremarkable. Its story is too much a facsimile of an earlier and much superior film, to merit more than passing interest.   In summary, hardly original, woke but well acted, nonetheless.",6.819,5.0,"Action,Crime,Thriller",False,2022-11-30,Colorado Film
Doctor Strange in the Multiverse of Madness,453395,"_Doctor Strange in the Multiverse of Madness_ is dark, silly, and fan pleasing. The film is at is most bewitching when Sam Raimi can let his horror roots be showcased. It will satisfy horror and superhero film fans alike, but would have and could have been even better if Raimi was allowed to dive even further into the horror genre. Be sure to stay after the credits, as well. There are two after credits sequences with the final one being so absurdly on the nose for Sam Raimi that it may be the most entertaining part of the film.  **Full review:** https://hubpages.com/entertainment/Doctor-Strange-in-the-Multiverse-of-Madness-2022-Review-Sam-Raimi-Finally-Brings-Horror-to-the-MCU",7.396,7.0,"Fantasy,Action,Adventure",False,2022-05-04,Marvel Studios
"Honey, I Shrunk the Kids",9354,"Well, it didn't age well. At least not the special effects. But, they were more practical than digital and that makes a difference. You get the feeling that the people are actually there when the effects are practical and not digital, and you don't have that sensation that you are watching other people play a video game like you do with a lot of the digital effects heavy movies these days.  It's just, the practical effects weren't that great and kind of cheap, even in 89, because they figured... kid movie.  However, it's still more Family Movie than Kid Movie. It has enough in the way of adventure and fun to appeal to all age groups, and it knows how to keep things clean without dumbing them down... and that is something that a lot of family films do NOT know how to do.  It has enough where, the only people that don't like it are the people that need everything deadly serious, and they aren't going to like much",6.274,10.0,"Adventure,Comedy,Family,Science Fiction",False,1989-06-23,Buena Vista Pictures
All Quiet on the Western Front,49046,"A fascinating film with potential that was never fully achieved. “All Quiet on the Western Front” does not rely solely on shock value to disturb its audience; instead, it uses the horrors of war to sober them with facts and dismal realities. The film's story was worth telling; it left an impression long after the credits rolled. It dealt with many weighty themes, including a young man's journey through war, the difficulties of combat, the cruelty of desperation, and the value of friendship and camaraderie, all of which were handled with grace and artistry. Furthermore, it boasted first-rate production values, breathtaking visuals, a terrific score (although maybe a tad bit over the top), and stellar acting. Although there is much to praise about the film, “All Quiet on the Western Front” is ultimately hampered by its drawn-out length, the plot dragging in spots, and several confusing moments. All the pieces were in place for “All Quiet on the Western Front” to be the best picture of the year, and in some respects, it is. Fans of the genre, or anyone who appreciates a well-made film, should not miss this film despite its limitations. ___ Rating: ***7.5/10*** *(Impressive, yet it doesn't quite hit the mark in every respect)*",7.776,7.0,"Drama,War,History",False,2022-10-07,RocketScience
"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411,"Long bloody title, but a great film no doubt.  I had seen <em>'The Chronicles of Narnia: The Lion, the Witch and the Wardrobe'</em> before but hadn't watched it for years and years, I remembered the vast majority though - it's a memorable film after all. There's a great battle scene in there, some fun characters and strong effects. It's a tad too long, but not by much.  It has a nice charm to it also, as they set up Narnia excellently. The quartet of children are very well cast, all four of them suit their roles to a T. Georgie Henley is sweet as Lucy, while William Moseley and Anna Popplewell fulfil the roles of Peter and Susan comfortably. Edmund, meanwhile, is of course annoying, but Skandar Keynes does a good job portraying him.  Elsewhere, Tilda Swinton and Liam Neeson are terrific casts as the White Witch and Aslan. Both do great, especially Swinton. James McAvoy, Ray Winstone, Michael Madsen and Rupert Everett are smart choices too.  I've, as far as I'm aware, never seen the two sequels so very much look forward to seeing what they have in store for me. They'll do well to match this first film, that's for sure.",7.12,9.0,"Adventure,Family,Fantasy",False,2005-12-07,Walt Disney Pictures
Choose or Die,838484,Brilliant,5.354,10.0,"Horror,Thriller,Science Fiction",False,2022-04-15,Anton
Everything Everywhere All at Once,545611,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/everything-everywhere-all-at-once-spoiler-free-review  ""Everything Everywhere All at Once is undoubtedly one of the best movies of the year, finally putting Daniels on the mainstream radar.  With such a low budget, it's almost humiliating that so many expensive Hollywood blockbusters can't even reach the heels of so much originality, imagination, excitement, and emotion. Michelle Yeoh leads the troops in a film that also pays homage to the iconic career of the actress who, at 59 years old, accompanies the fantastic stunt team in truly outlandish fights.  The mother-daughter relationship as the emotional core of the story follows a surprisingly predictable path and needs a few more dialogues to deliver an even more powerful climax, but it still induces tears and a genuine sense of concern for the characters.  Technically, all the elements are so creatively unique that it warrants the clickbait ""you've never seen anything like this"".  See it in theaters!""  Rating: A",7.901,9.0,"Action,Adventure,Science Fiction",False,2022-03-24,AGBO
The Witch: Part 2. The Other One,615173,"Overall, _The Witch 2: The Other One_ is a mostly solid sequel that simply isn’t as good as its predecessor.  However, while Park fails to get you as invested in the film’s story this time around, he does continue to provide a refreshing take on the concept of superhumans with an emphasis on relentlessly violent action and a well-developed world.  So much so that it may actually pay off to watch The Other One before Subversion since the latter is more of a look at the ‘Witch’ version of Ja-yoon than the film she actually originated in.  **Full review:** https://boundingintocomics.com/2022/06/20/the-witch-part-2-the-other-one-review-a-blood-soaked-tribute-to-akira/",7.118,7.0,"Action,Mystery,Thriller,Science Fiction",False,2022-06-15,Peppermint&company
Roald Dahl's Matilda the Musical,668482,"I was watching this thinking how much Alisha Weir's performance in the title role reminded me of Emma Watson's ""Hermione"" from back in 2001! Feisty and intelligent, she is sent by her parents to the ""Cruncher Hall"" school where she encounters ""Miss Trunchbull"" (Dame Emma Thompson). Now this is a teacher who would not have looked out of place working with King Herod at Christmas! The children live in fear of her, as do the staff - but as ""Matilda"" starts to bond with ""Miss Honey"" (Lashana Lynch) and realises her true potential, well - a rebellion is soon in the offing! It's a strong story this - Dahl addressed many issues of neglectful parenting, bullying, intimidation and sexual stereotyping and Tim Minchin puts much of that sentiment effectively to music with a clever and entertaining lyric. The almost unrecognisable Dame Emma is on top form exuding an almost ridiculous degree of menace as helped by her array of cctv cameras, she rules the school with a rod of iron. Weir really enters into the spirit of things - she puts her heart and soul into the enthusiastic, mischievous and engaging character and with some enjoyably choreographed ensemble dance numbers this all delivers well. It still has a bit of the theatrical to it, some of the production doesn't quite make the best use of the flexibility the big screen offers, but the toe-tapping ""Naughty"" and ""Revolting Children"" help put a smile on your face for a surprisingly quickly-paced two hours.",6.85,7.0,"Family,Comedy,Fantasy",False,2022-11-25,Working Title Films
Yaksha: Ruthless Operations,606402,"OK-ish mash-up  A secret service outpost has been sending made-up reports for over a year, and now an inspector is sent to find out what's going on there. South-Korean, North-Korean, Chinese and Japanese spies trying to out-trick, -guess and -gun each others... the sales pitch sounds good!  Unfortunately, only a few scenes deliver glimpses of what this could have been if its potential had been realised into something original.  But playing it safe, most of ""Yaksha: Ruthless Operations"" is a mix of Buddy Cop, Mission Impossible, James Bond knock-off, good old 80s action heroes wearing thick Plot Armour, and flat cardboard characters. The longer it runs, the more disappointing it gets.   The only surprise is the ending, but it is not a plot twist: (possible spoiler... but you see it coming all the time)  The Good Cop has been transformed into a Bad Cop, And That's OK. Before, the protagonist was against wanton violence, killing, torture; now his attitude is ""whatever it takes"", no holds barred. And everybody is happy with this outcome, possible sequel hinted at in end credits.   A funny short scene at 00:42, in a bar, is worth seeing; skip the rest.",6.429,6.0,"Action,Adventure,Crime,Thriller",False,2022-04-08,Showbox
Athena,852046,"Watched 25 minutes of this. Well, I was in front of the TV for 25 minutes, but it's hard to make out what's happening.  It's the kind of ""HDR"" that means ""turn off all the lights and make sure no one can see anything. Oh, and also raise the black level, so everything's a gray mass.""  Something about cops and violent immigrants. Lots of shouting and fast-moving camera stuff, super duper boring so far. Not gonna bother for the rest.",6.649,2.0,Drama,False,2022-09-09,Iconoclast
The Avengers,24428,"With a movie like this you wonder how all of the otherwise, main characters will work together and support the story.  No problems here.  While as might be expected, R. Downey Jr. comes across largely central, it is still a good mix and IMHO the best scenes in the movie involve the generated Hulk character.  With that kind of successful melding of characters, Hollywood-scale egos and even computer generated characters; you have to give it up to the writers and director to make this the successful film that it is.",7.707,8.0,"Science Fiction,Action,Adventure",False,2012-04-25,Marvel Studios
The Magician's Elephant,776835,"A young orphan ""Peter"" has been brought up by a disciplinarian former-soldier, but longs to find his long-lost sister from whom he was parted at the height of war. Out for the daily shopping (stale bread and fish), he espies a tent in which a fortune teller offers to tell his future. It seems that he might be reconciled with his sibling - but for that he has to follow the elephant, and there hasn't been one in his town for an age. Meantime, a rather hapless magician is trying to entertain the great and the good in the town's theatre when - low and behold - he conjures up... The king arrives in the town to inspect this magically contrived and noisy pachyderm and decrees that if ""Peter"" can carry out three impossible tasks, he can keep it! The three impossible tasks are quite entertaining, as is the whole film. The story is all a little predictable and it does stray into sentimentality just a bit too often, but it's an engaging family drama with some fun characters and colourful scenarios. Maybe a bit too wordy and probably fifteen minutes too long - it takes an age to get going - it is still a gently entertaining watch that imbues the lead character with some imagination and legerdemain and one that I quite enjoyed on a big screen.",7.51,6.0,"Animation,Adventure,Family,Fantasy",False,2023-03-10,Animal Logic
Violet Evergarden: The Movie,533514,"This is like a Charles Dickens tale, told in awesome animation!",8.3,8.0,"Animation,Fantasy,Romance,Drama",False,2020-09-18,Kyoto Animation
Errementari: The Blacksmith and the Devil,477033,"Absolutely **stellar** practical effects, and the dubbing, though bad, can't readily be blamed on the original product, but not a huge amount to offer outside of its creature design and set decoration. Still worth watching for the March of the Damned alone.  _Final rating:★★★ - I liked it. Would personally recommend you give it a go._",6.388,6.0,"Drama,Fantasy,Horror",False,2018-03-02,Pokeepsie Films
The Secret in Their Eyes,25376,"Please, I emplore you. This is the original ‘The secret in their eyes’ without the Hollywood gloss and Pseudo ‘Top Actors/Actresses’ The Agentinian original film that won best foreign film at the Oscars.  Deservedly so.  Don’t sell yourself short and see the Hollywood redo.  It’s got a ending I wish I could tell you about.  See This show!",7.995,9.0,"Crime,Mystery,Thriller,Romance,Drama",False,2009-08-13,Canal+ España
Emancipation,715931,"MORE SPOILER-FREE MINI-REVIEWS @ https://www.msbreviews.com/movie-reviews/mini-reviews-2022-edition  ""Emancipation struggles tremendously to justify its existence. The overly performative, superficial screenplay fails to elevate and distinguish the unique, true story of ""Whipped Peter"" from all the other generic movies that treat slavery as a mere plot point to ""yet another"" action/survival flick - surely there's a better way to adapt these stories?!  Cinematography (Robert Richardson), cast - mainly Will Smith - and some of Antoine Fuqua's direction do a lot of the heavy lifting, but it starts to get tiring and painful to continue to watch shameful, traumatic events of our history being used repeatedly for pure Hollywood entertainment.""  Rating: C-",8.036,4.0,Drama,False,2022-12-02,Westbrook Studios
The Pale Blue Eye,800815,"The Pale Blue Eye had great performances, fantastic cinematography, and a decent story but fails in terms of pacing and a bloated runtime that did not feel warranted.  Christian Bale is fantastic in this role. He is incredibly intense, being able to capture the seriousness of his detective work balanced with the emotions of his unfortunate tragedies in life. A performance of this caliber is expected of Bale, but what was a surprise is the standout performance of Harry Melling. Melling was whimsical and tad odd with his portrayal of the famous Edgar Allen Poe. He legitimately stole every scene he was, including the ones with Bale.  The film was quite long and drawn out. The beginning act did fine as the audience is still learning the world and the crimes committed. But after that wears off it begins to drag going into a climatic third act. A lot of this bloat could have been cut down to create a better viewing experience. That being said, I did enjoy the story of this film. It was engaging and had some twists that I think worked pretty well, although the ending did leave me with a few questions.  Score: 61% Verdict: Decent",6.962,6.0,"Mystery,Thriller",False,2022-12-22,Cross Creek Pictures
The Invitation,830788,"OK, so this is about as derivative as it is possible to get - but you know what, I actually quite enjoyed it. It's a short and sweet tale of the young ""Evie"" (Nathalie Emmanuel). She does one of those online DNA tests and before she knows it, is having a posh lunch with ""Oliver"" (Hugh Skinner) - a posh British lad who claims that she is his long lost cousin. After about thirty seconds, she is invited to come to Yorkshire for a wedding and, as you would - readily accepts. Upon arrival, she encounters their irascible butler ""Fields"" (Sean Pertwee) and then the hunky lord of the manor ""Walt"" (Thomas Doherty). She is smitten, indeed they are at it within twenty four hours - but soon she starts to sense that things at the new ""Carfax Manor"" are not quite what they may seem - not least because there is a distinct lack of bride and groom; and the waitresses employed to cater for the occasion have a habit of disappearing. What could be going on...? Well, it's fairly clear to us from the start who the baddie is, and that ""Viktoria"" (a sort of Angelina Jolie-esque Stephanie Corneliussen) and her pal ""Lucy"" (Alana Boden) are in on the cunning scheme too. It has clearly been done on a limited budget, but the direction is still just about adequate. The story, though, is pretty thin and the acting is drama school stuff for the most part before an ending that really does let the whole thing down rather badly. Still, I watched it with considerable trepidation in a pretty empty cinema, and left thinking it passed 100-odd minutes amiably enough. Not great, no - but not rubbish either.",6.4,6.0,"Horror,Thriller",False,2022-08-24,Screen Gems
The Infernal Machine,916605,"A lot of this reminded me of ""Unhinged"" (2020) with Guy Pierce here delivering a strong and characterful performance just as Russell Crowe did back then. Again, like that film, the rest of this story is weak and far-fetched, though. Pierce is reclusive British author ""Cogburn"" who finds himself being pursued by researching novelist ""William DuKent"". Initially hostile, for some reason he takes to calling this man from a local phone box and leaving his machine messages telling him to get lost. (Just quite why he doesn't just ignore him... well?). Anyway, this persistence unleashes in the writer the need for a dog and a bottle, and it's after a little too much one night he encounters a local law officer ""Higgins"" (Alice Eve) and the story lurches from a curious and intriguing personality analysis to a pretty ridiculous mystery centring around a mass shooting 25 years earlier in Knoxville for which ""Tufford"" (Alex Pettyfer) was incarcerated for life in a super-max prison. As the story starts to unfold, it becomes clear that strings are being pulled and that ""Cogburn"" is being manipulated. By whom and what for? Well we do find that out, but by the time we do the story has completely lost it's initial potency and become really quite contrived. Pierce does deliver well - he really does, but the squeakily-voiced Pettyfer exudes all the menace of a wet tea bag and the denouement, though quite revealing, is all just a bit poor.",6.658,6.0,"Thriller,Mystery",False,2022-09-23,Filmology Finance
Who Am I,284427,"> The age of digital gang war.  A German cyber-thriller from the director of 'The Silence'. The second half of the title 'Kein Systen ist Sicher' means 'No System is Safe' in English. So far, lots of films were made on this theme, but nothing was quite delightful as this one. Mainly because of the young cast and the depiction of the contemporary cyber world. With its incredible pace and the exciting storyline, in addition to that, some unexpected twists and turns, the film would easily surpass anybody's anticipation.  It hits the right chord at the right time to bring some of the wonderful scenes. But as usual like any thriller films, the third act was its strength where it peaked that caused to flip its narration to the different facet. There are positives and negatives in the hacking business, but what I witnessed in this was some kind of digital gang war which directly affected the law-enforcement agency. A virtually conflict between two gangs for their superiority over the cyber's underworld. That means don't imagine like an online game between two, but beyond that.  Usually the hackers are the sidekicks for the film's main characters. That's how most of the films depicted them and we know it. But there are some films that highlighted them on the first priority base, yet no film convinced me their genuine acts, both, virtually as well as physically to achieve their goals as in this one. I meant this film was not all about programming, cracking passwords, stealing data, releasing viruses, definitely not about a computer geek,  But yes, it was something like that whose world changes after encountering a small gang like him. They're all experts in different fields and together unstoppable, who later form a team nicknamed CLAY to make friend with the world's number one hacker MRX. After under-appreciated and humiliation, the CLAY dares their icon and urge to take his place, but the plan terribly fails. That's how the story takes a grand venture that brings the secret police into frame to expand its plot to a more interesting conclusion.  > ""When the life gives you lemons, ask for salt and tequila.""  The balance between all its contents were awesome. Not the whole time they sit in front of the computer and do the stuffs, but there many real outside world adventures. Because there's a belief among us that everything can be done playing with the computer keyboard which proved wrong here. Besides, there was a small slice of romance, and the magic trick which briefly illustrates the film's important phase that holds the key to understand the happenings. The overall narration was a flashback that opens in a police station where our main hero of the story was investigated. He himself compares with the superheroes and the hacking ability is his superpower.  Its not only the racy pace, but the energetic performances by the young actors was also the reason for the film's uplift. From the technical aspect, it was superbly written, directed and edited film. In some way, the film also resembles 'Fight Club' and 'The Usual Suspects'. Looks like the lead character was a big fan of those films and that's how it got influenced. I would have said many things about this film comparing with those two, but I'm trying to avoid the spoiler and it is possible only if I never brought this topic into here. But anyway, this film was one of the hardest nuts to crack what's coming next.  Talking about the twist, it feels like the same old tricks from some of the old Hollywood blockbusters. But you should be patience till the film to end, because that part matters a lot. Probably that's where anyone who watched it will decide how much they liked it. The film generated its own trademark with the black hood and the white mask which already got a cult status among its fans. The  rock music was awesomely matched with this theme.  There is a Hollywood version is coming, but I'm hoping for not to mess it up like the majority of remakes does. In the mean time, I'll look forward to an announcement of a possible sequel, because films like this should end in a trilogy. Especially in the todays film business, trilogies are the greatest achievements that followed by the original film's success. If you had loved this film and after seeing the way it ended you won't say no to that. This film is not for IT techies alone, but anyone would enjoy it. Surely I recommend it for who're interested in crime, thriller.  8/10",7.637,8.0,Thriller,False,2014-09-25,Seven Pictures
Airplane II: The Sequel,2665,"Well I suppose a sequel was bound to happen after the success of the first film, but sadly this isn't a patch on that. Essentially, this is exactly the same film only we substitute a lunar space shuttle for the aircraft. ""Ted"" (Robert Hays) has been certified (by ""Perry Mason"" himself - Raymond Burr) after his wartime PTSD finally got the better of him - or, perhaps because he was just aware of flaws in the systems of the shuttle that the big bosses wanted to overlook. Anyway, he manages to escape custody and get a black-market ticket for the flight that duly goes awry. Can he stop it from crashing into the moon-base and thereby really irking William Shatner's ""Murdock""? Most of the cast from the first outing have stuck with this, and there are quite a few entertaining parodies for the likes of Burr, Shatner, Chuck Connors, Bono and Rip Torn but the comedy ship had already sailed. This is a feeble imitation that struggles right from the start to find that sweet spot; the humour is more crass and vulgar delivering more emphasis on the disjointed box office cameos rather than providing us with a decent plot. It's watchable but quite forgettable.",6.082,6.0,Comedy,False,1982-12-10,Paramount
Iron Man 2,10138,"It was understood that the theaters would be sold out but when the three of us came there we just couldn't accept NO for an answer. So we were finally able to buy tickets BUT we were seated separately. It was fine though. The movie kept me entertained. Except for the guy near me who was snoring pretty loud, the movie was great.   Of course Robert Downey Jr was amazing as always. There might be weird critics with this movie but for me, I liked it. The action scenes were just right. It wasn't too much and it wasn't too little. It was weird seeing Don Cheadle though play Terrence Howard's character. I like Terrence better. And then there's Scarlett Johansson who is really sexy although I think there weren't that many acting for her in this movie. There weren't many lines. And what was weird also was that in this movie, the chemistry between Tony Stark and Pepper was not that much compared to the first movie although in this movie they actually ended up together. But all in all I liked the movie. Seeing old characters from the first movie and new characters. I can't wait for a 3rd Iron Man movie.   My rate for this movie is B+.",6.832,7.0,"Adventure,Action,Science Fiction",False,2010-04-28,Marvel Studios
A Man Called Ove,348678,"The life after the loved one departed.  This is a Swedish film based on the book of the same name. It is sent to represent the nation at the 2017 Oscars and as for now, it made into the December shortlist. This is the tale of an old grumpy man and the life after the death of his wife. That would be a toughest phase of life for anybody. I am sure you had seen many films like this, but this one was slightly different, yet totally convincing on every topic it focused on. So funny, at a time meaningful and emotional, particularly how the tale ends.  In a small township, a 59 year old man called Ove lived most of his life and now he decides to take his life. But the attempt was prevented when a new lousy neighbour arrives and so it keep delays further. Now's the time to reveal all the reasons behind his dreadful decision with lots of flashbacks and current affairs. That he's a nightmare in his neigbourhood to those who break the rules. He's not a friendly type, because of his childhood and the lessons he learnt from his father to face the life as tough it gets.  The only friend he ever had did not last for a long. His wife was his world and then the job at the railway. The narration given a good enough focus on his romance life. His younger version, played by another actor reveals particularly the initial stage like how he had met her. I don't know these actors, but they all were so good. A perfect setting as well for the story to take place. I think the filmmakers did lots of best decisions and in the end it all paid off with a greater recognition in the international level.  > ""Honesty is the best thing, Ove. But sometimes honesty needs a little help.""  A heartwarming comedy-drama for all age groups. I was looking for such a film and I realised only after watching it. The character Ove was designed awesomely and all the story events built around him was excellent. Covered most of the topics like friendship, love, neighbours, job, moral values, even the pet animals. Loads of fun, guaranteed entertainment if you are seeking a comedy film. As Ove was portrayed very seriously, all his actions, especially the newly arrived woman make major difference to end the film most comedic way.  The regularly visiting his wife's grave, the film beautifully gives an insight on the life of Ove being a widower and a retiree. But also how it all turns around for him who never laughs and finally he does, was the film's highlight. Like I always say, I'm not a book person, but I love watching films based on the good books like this one. An awesome adaptation and I hope those who loved the book, as well enjoyed the film.  Usually all the good films run nearly or over two hours. Because of the slow and steady developments in its characters and the story. For this film, you won't notice the time. The pace of the narration, including the lovable characters and the storyline makes you forget everything else. In a few days the 89th American Academy Awards nominees will be announced and I am sure it will make. Looks like this year, three Scandinavian films going to make the noise at the Oscars. In the meantime, I hint you not to miss it, either it wins or lose, it is one of the best films of the year around the world.  _8/10_",7.617,8.0,"Comedy,Drama",False,2015-12-25,Nordsvensk Filmunderhållning
Yaksha: Ruthless Operations,606402,"OK-ish mash-up  A secret service outpost has been sending made-up reports for over a year, and now an inspector is sent to find out what's going on there. South-Korean, North-Korean, Chinese and Japanese spies trying to out-trick, -guess and -gun each others... the sales pitch sounds good!  Unfortunately, only a few scenes deliver glimpses of what this could have been if its potential had been realised into something original.  But playing it safe, most of ""Yaksha: Ruthless Operations"" is a mix of Buddy Cop, Mission Impossible, James Bond knock-off, good old 80s action heroes wearing thick Plot Armour, and flat cardboard characters. The longer it runs, the more disappointing it gets.   The only surprise is the ending, but it is not a plot twist: (possible spoiler... but you see it coming all the time)  The Good Cop has been transformed into a Bad Cop, And That's OK. Before, the protagonist was against wanton violence, killing, torture; now his attitude is ""whatever it takes"", no holds barred. And everybody is happy with this outcome, possible sequel hinted at in end credits.   A funny short scene at 00:42, in a bar, is worth seeing; skip the rest.",6.429,6.0,"Action,Adventure,Crime,Thriller",False,2022-04-08,Showbox
Your Place or Mine,703451,"FULL SPOILER-FREE REVIEW @ https://www.msbreviews.com/movie-reviews/your-place-or-mine-review  ""Your Place or Mine is a more than satisfying rom-com. Aline Brosh McKenna manages to elevate the genre's narrative formulas with her personal, intelligent storytelling, offering an unusual point of view for the emotional growth between two protagonists separated for practically the entire runtime. Reese Witherspoon and Ashton Kutcher deliver good performances, along with the rest of the amusing cast, taking advantage of the long takes to flex their acting muscles. Predictable and lacking memorable messages, but I couldn't recommend it more for fans of the genre.""  Rating: B-",6.386,6.0,"Romance,Comedy",False,2023-02-10,Hello Sunshine
Minions: The Rise of Gru,438148,"Eleven year old 'Gru"" is asked by his school teacher what he wants to be when he grows up. ""A super villain"" he retorts - to the derision of his classmates. Little do they know, though, that he has applied to join the ""Vicious Six"" who have, themselves, just dumped their founder member ""Wild Knuckles"". They aren't so impressed when he turns up at the interview but he uses his newly designed glue-gun to escape with their all powerful, emerald encrusted, stone. Now the five are on the warpath as he entrusts the stone to his minion friend ""Otto"", but he manages to swap it for a pebble with eyes so now embarks on a mammoth cycle ride to fetch it back whilst the pursuing villains cause havoc. Luckily, ""Wild Knuckles"" hasn't given up. He kidnaps ""Gru"" to get the stone back, but when he realises that he no longer has it, the two form an unlikely, and quite amusing, partnership to retrieve it. I guess I'm just the wrong demographic for this, because although it hits the ground running and never stops for breath, I just didn't really get it. The yellow ovoid creatures are fun, but hardy the stuff of big screen entertainment and the plot reminded me of the recently released ""Bad Guys"" animation that I didn't much like either. It's my first foray into ""Despicable"" territory, but the slapstick approach to the whole thing will probably ensure it's my last. Others will love it, I'm sure - the cinema on a Sunday night was packed to the rafters, but this hadn't enough for the grown up in me to remain engaged for long.",7.456,6.0,"Animation,Comedy,Family",False,2022-06-29,Universal Pictures
Doctor Strange in the Multiverse of Madness,453395,"_Doctor Strange in the Multiverse of Madness_ is dark, silly, and fan pleasing. The film is at is most bewitching when Sam Raimi can let his horror roots be showcased. It will satisfy horror and superhero film fans alike, but would have and could have been even better if Raimi was allowed to dive even further into the horror genre. Be sure to stay after the credits, as well. There are two after credits sequences with the final one being so absurdly on the nose for Sam Raimi that it may be the most entertaining part of the film.  **Full review:** https://hubpages.com/entertainment/Doctor-Strange-in-the-Multiverse-of-Madness-2022-Review-Sam-Raimi-Finally-Brings-Horror-to-the-MCU",7.396,7.0,"Fantasy,Action,Adventure",False,2022-05-04,Marvel Studios
Room in Rome,48650,"Probably the worst movie I've watched from Julio Medem.  Room in Rome doesn't have such a powerful story. In spite of Medem's efforts in the script, it feels awkwardly artificial. The movie cutting is not good and the repetition of the same music is tiresome. Horrible, too, the opera singing dub lip done by Enrico Lo Verso. Not his fault but Medem's though.  Also, by far, the worst performance I've watched from Elena Anaya. Natasha Yarovenko is, probably, the only thing to save in this movie.",6.361,5.0,"Drama,Romance",False,2010-05-07,Morena Films
